Hugo_Symbol	Entrez_Gene_Id	TCGA-38-4628-11	TCGA-38-4629-11	TCGA-38-4630-11	TCGA-44-3918-11	TCGA-44-3919-11	TCGA-44-4112-11	TCGA-49-4486-11	TCGA-49-4494-11	TCGA-49-4501-11	TCGA-49-4505-11	TCGA-49-4506-11	TCGA-49-4507-11	TCGA-49-4510-11	TCGA-55-1592-11	TCGA-55-1594-11	TCGA-55-1595-11	TCGA-55-1596-11	TCGA-73-4659-11	TCGA-73-4662-11	TCGA-73-4666-11	TCGA-73-4668-11	TCGA-73-4670-11	TCGA-73-4675-11	TCGA-73-4677-11
LCORL	254251	0.036901337	0.047129247	0.04466788	0.024403859	0.036658565	0.036660176	0.037227533	0.031419342	0.03551728	0.033439781	0.027876517	0.034381903	0.026891528	0.039052969	0.04644056	0.024010053	0.036656068	0.027864991	0.027334773	0.036311301	0.032428617	0.025216004	0.022912942	0.039940027
CD53	963	0.506011919	0.513062105	0.538643062	0.585897084	0.565698186	0.513098973	0.548325563	0.542486381	0.620240088	0.644184625	0.634476657	0.517124856	0.623830972	0.548714272	0.664539802	0.675547842	0.652940202	0.62784339	0.512256741	0.592295286	0.559402873	0.494824793	0.529933934	0.583443508
ADAM33	80332	0.326651801	0.342771157	0.420224358	0.45926471	0.385732272	0.406466684	0.375871844	0.392874911	0.425951087	0.371577859	0.354463741	0.374236318	0.37448227	0.362813734	0.416058064	0.408420663	0.400130567	0.373154132	0.482017532	0.461552761	0.473941469	0.401973575	0.42145304	0.362920224
TXNL4B	54957	0.537489581	0.600522475	0.506396103	0.493650056	0.531174719	0.499541855	0.49855245	0.506048347	0.506940295	0.438409415	0.430823766	0.520143131	0.393496132	0.465088204	0.442773096	0.436873474	0.453290646	0.492395407	0.533156313	0.45609137	0.519318315	0.521040643	0.550882634	0.414522755
PIK3CA	5290	0.034919183	0.029335319	0.025098771	0.025559015	0.021088301	0.027988195	0.025708257	0.024411035	0.027380914	0.025292445	0.028903044	0.026886305	0.027293573	0.019466431	0.029057269	0.021013605	0.027357285	0.021778599	0.029054951	0.033448061	0.025801577	0.020839426	0.024166264	0.029273797
CCDC110	256309	0.118116374	0.195511571	0.160477213	0.117597503	0.123923217	0.098653811	0.10438431	0.134913388	0.191255847	0.118495792	0.153581136	0.144380179	0.11712507	0.105977343	0.11038358	0.100122383	0.118631754	0.10247881	0.128782524	0.126645632	0.145133304	0.117908177	0.109536816	0.105380695
FXYD7	53822	0.266334637	0.344982678	0.404670204	0.346672542	0.384971682	0.424871414	0.350699969	0.349928133	0.257284674	0.385413003	0.335832662	0.301251603	0.313653759	0.291142106	0.271699637	0.300989179	0.252966581	0.314805007	0.2975879	0.246170928	0.347449519	0.295009326	0.200790904	0.311404557
SCYL1	57410	0.044149793	0.047923635	0.043942526	0.040883561	0.045940614	0.067914592	0.042306085	0.045471256	0.029171607	0.046017895	0.040165945	0.050017469	0.042155208	0.043194388	0.051971703	0.043813922	0.060698259	0.033423312	0.043652393	0.067343252	0.050891073	0.03159316	0.04781021	0.03618634
SMPDL3B	27293	0.200413483	0.194067558	0.182768399	0.214361025	0.213157018	0.23349422	0.197028671	0.1914436	0.188313885	0.200951768	0.186337593	0.198588936	0.176903579	0.165312781	0.12178332	0.137067507	0.144448822	0.199961415	0.160851086	0.204894304	0.200985666	0.198596818	0.178933069	0.190057738
VTCN1	79679	0.668152048	0.656745313	0.72462374	0.673201241	0.677797401	0.627623585	0.714369795	0.742351221	0.701203618	0.702135685	0.643044472	0.710481696	0.781797802	0.611987904	0.755019357	0.662388399	0.738693921	0.696363933	0.707851757	0.712666689	0.695556136	0.704069675	0.782790111	0.689496326
SLC18A1	6570	0.270129446	0.333789836	0.315553288	0.301886087	0.264764908	0.303190306	0.293813916	0.267694637	0.221464539	0.256499099	0.231004062	0.29936316	0.220948945	0.323070109	0.23982698	0.223828541	0.285650341	0.259025762	0.288187366	0.318200396	0.314806412	0.274313358	0.356162213	0.246389557
MORF4	10934	0.678552189	0.705799786	0.687540199	0.707720108	0.780611251	0.601512162	0.681501833	0.791192047	0.663459503	0.757223044	0.655682965	0.68938999	0.685263722	0.718222388	0.726642048	0.793814139	0.71260654	0.732393521	0.759196116	0.655291333	0.706768478	0.778407866	0.838694725	0.740098756
THAP9	79725	0.009262029	0.010850838	0.009136956	0.010757417	0.012207901	0.010145758	0.00920396	0.008597261	0.008067779	0.008424048	0.010234896	0.009385128	0.008386489	0.012257814	0.009616728	0.009215812	0.010051338	0.00927187	0.00799283	0.009822067	0.00947801	0.009378607	0.008839218	0.008236428
TSPAN31	6302	0.018976822	0.021659389	0.018073314	0.018712778	0.026322086	0.02138922	0.017379298	0.01605184	0.018946396	0.015095971	0.020478375	0.015228006	0.012497661	0.021738041	0.020236913	0.01730578	0.017042025	0.016926768	0.015414866	0.015864043	0.016490444	0.018245858	0.013272816	0.016532043
CRTAM	56253	0.921478956	0.902708591	0.931264086	0.9288448	0.926312242	0.913126633	0.899930687	0.908366415	0.92933872	0.91449593	0.911181054	0.903079256	0.932188311	0.91060002	0.915064449	0.930199118	0.929530726	0.935093086	0.931671161	0.917744927	0.925885993	0.922695668	0.920503776	0.912898408
MRPS18C	51023	0.209776365	0.237162681	0.208586056	0.256840935	0.239979289	0.254396642	0.186800154	0.154095504	0.182562332	0.201456869	0.229558542	0.167799183	0.216324884	0.204836316	0.26340452	0.218388897	0.264494412	0.231575725	0.12606634	0.210056982	0.164975654	0.200522252	0.207094716	0.180371659
NGF	4803	0.03634033	0.03549099	0.029618968	0.042215377	0.029627141	0.0472362	0.031722697	0.024278691	0.035699364	0.025510922	0.027573775	0.026037951	0.025572664	0.045018978	0.031995434	0.023765984	0.047523386	0.025274371	0.024132184	0.033521834	0.031036811	0.038127535	0.019697583	0.031270723
WNT1	7471	0.101530606	0.092584165	0.099900063	0.068943413	0.067861516	0.073065895	0.069728763	0.058939177	0.088550059	0.079368753	0.071342595	0.068779618	0.074216544	0.056729439	0.090937855	0.079180948	0.066160347	0.05764579	0.049843174	0.062523491	0.063823601	0.072678432	0.066503884	0.063088492
PVR	5817	0.508632878	0.494755421	0.433955026	0.461731254	0.45563309	0.494026828	0.486939505	0.456777502	0.464258126	0.545195073	0.438568014	0.486674913	0.49132403	0.44273481	0.494027339	0.471692713	0.50744275	0.431017165	0.495085529	0.427291545	0.482509962	0.5121012	0.498424214	0.458009075
ZNF660	285349	0.029009974	0.087493705	0.028609722	0.024621391	0.042268925	0.085486112	0.060536245	0.041007985	0.023418041	0.046094199	0.036321841	0.03581888	0.017225594	0.047059938	0.029752141	0.035987547	0.047080584	0.029716719	0.02072841	0.044871226	0.035197619	0.03014705	0.023332373	0.053030357
DBN1	1627	0.045140116	0.085237735	0.050422912	0.073455348	0.077902219	0.096844598	0.054078471	0.028956401	0.042762589	0.078215321	0.045432069	0.037087226	0.03705759	0.117038103	0.088783762	0.082403863	0.088304471	0.067105958	0.021083661	0.038219992	0.073105713	0.080952252	0.099743986	0.052364174
INHBE	83729	0.710562646	0.718289349	0.669561359	0.702547882	0.733034055	0.701199124	0.68661473	0.714810989	0.721008834	0.639305506	0.643608592	0.703989549	0.678262089	0.690206096	0.620714105	0.642879213	0.691737168	0.68593329	0.655005473	0.691784637	0.634533355	0.632869894	0.664057609	0.672849039
TMEM121	80757	0.02091463	0.020636957	0.018816295	0.017154391	0.026357265	0.032337022	0.018592715	0.014918706	0.018971542	0.018843895	0.019669213	0.019655335	0.0146579	0.018690997	0.024113648	0.017701243	0.017755328	0.018835395	0.016044626	0.014899544	0.018988169	0.016594129	0.018559593	0.026376273
SEC22C	9117	0.897435467	0.887005321	0.897086097	0.909235065	0.904848719	0.890941219	0.907642802	0.883598646	0.879617304	0.894041537	0.923673635	0.914334148	0.888546819	0.908557916	0.907581057	0.898051472	0.876644032	0.913361763	0.891023437	0.907711439	0.893551668	0.897220868	0.897250725	0.898718334
CXCL6	6372	0.314560975	0.241744741	0.248122619	0.304811323	0.285366482	0.234104302	0.275842762	0.286829927	0.276634432	0.277730141	0.239502848	0.284145235	0.251542491	0.319200875	0.207226562	0.255569937	0.363297936	0.236199742	0.230178793	0.350445361	0.307701465	0.251505467	0.215445762	0.233826443
CRMP1	1400	0.080158187	0.088919096	0.066960557	0.063414211	0.130086176	0.10517522	0.084967275	0.078814512	0.057084244	0.072655169	0.087949472	0.101259667	0.058155464	0.068305736	0.068185589	0.090429171	0.058006261	0.064389776	0.076938623	0.059591577	0.084448927	0.058070482	0.048951123	0.07917254
SPINK2	6691	0.146913208	0.208884349	0.18315122	0.145868946	0.203920717	0.208692911	0.156542608	0.174390372	0.193352592	0.151641738	0.21350514	0.177634838	0.209390645	0.202317699	0.184763876	0.155839872	0.234504391	0.179110596	0.148904258	0.112910316	0.227861802	0.154334107	0.098528296	0.197090358
HMGCS2	3158	0.960966736	0.907872908	0.969862627	0.96465166	0.967510278	0.959119969	0.952551534	0.965303344	0.953714146	0.958138501	0.960208796	0.966869166	0.973266344	0.947865406	0.920464282	0.943564239	0.954051677	0.959583087	0.961307159	0.960337012	0.946420665	0.963401423	0.942708196	0.960695579
NHLRC1	378884	0.235784893	0.295982656	0.328693898	0.238896303	0.293965911	0.299399259	0.313579661	0.195963808	0.320672874	0.237181666	0.195148135	0.356704143	0.158582029	0.287032345	0.276873177	0.32658952	0.232643641	0.219301802	0.224306123	0.241710848	0.294433577	0.298658481	0.176690104	0.299591189
CGREF1	10669	0.055416481	0.117956513	0.051773285	0.08698752	0.077463465	0.118079403	0.084359378	0.063937443	0.077014638	0.067733809	0.051849182	0.072814755	0.039416716	0.056675534	0.040121825	0.05120676	0.059171026	0.06329861	0.04426241	0.071375003	0.110462718	0.043101063	0.053741747	0.055769727
DDR2	4921	0.671083975	0.592755359	0.505077861	0.672443329	0.6418915	0.618960858	0.732471976	0.533007529	0.659276162	0.612730764	0.635498369	0.717147454	0.595611873	0.671071419	0.661730036	0.58416374	0.762076921	0.581238307	0.644434092	0.663765961	0.696552741	0.718184089	0.849723436	0.591448828
TMEFF1	8577	0.024357489	0.038346494	0.032709964	0.023543441	0.029733099	0.03099467	0.022219184	0.019281457	0.026624725	0.029229503	0.027891347	0.02459925	0.021667744	0.033325029	0.035530993	0.022766904	0.033561281	0.025734538	0.020533365	0.027355378	0.03917787	0.020505817	0.031052181	0.022358343
C15orf44	81556	0.045056785	0.05741708	0.035031362	0.03940581	0.04224403	0.074102247	0.041481784	0.027371032	0.027160335	0.033821554	0.022545761	0.034307878	0.023126662	0.044628842	0.018631189	0.025886742	0.025516437	0.024673148	0.02049423	0.027990647	0.044581976	0.0433616	0.02112776	0.028631059
ARMC10	83787	0.091386881	0.153668707	0.100055081	0.086966304	0.13250406	0.154494964	0.109526017	0.142970201	0.095930879	0.114548102	0.087737302	0.11710558	0.077502428	0.112754723	0.040407629	0.090494469	0.08254503	0.105167165	0.089336764	0.073613023	0.103260487	0.093641654	0.057033811	0.074268044
BTN2A1	11120	0.083395516	0.062778549	0.080330374	0.086544043	0.088811066	0.072215737	0.067559213	0.067036049	0.09492416	0.07994959	0.084018281	0.06461118	0.070534281	0.046402426	0.054439974	0.062424058	0.057060659	0.12123929	0.077260624	0.071367819	0.074172608	0.072877705	0.083806633	0.086390241
FOXD3	27022	0.144936577	0.177055819	0.115656871	0.142461473	0.192686638	0.283839096	0.174768436	0.163129138	0.133670898	0.185861929	0.09675873	0.079802857	0.108588715	0.187180845	0.139280884	0.144365383	0.097197561	0.096337339	0.175534361	0.166736854	0.301226168	0.132698893	0.103927319	0.160229338
GPM6A	2823	0.044806907	0.074997387	0.027631027	0.046248058	0.063032492	0.078510587	0.060356191	0.02359065	0.036509421	0.025642041	0.02790012	0.023633419	0.020357822	0.060427617	0.031027178	0.032130912	0.047253422	0.03039147	0.019590196	0.023284483	0.039448736	0.029410392	0.020336751	0.072314502
C11orf67	28971	0.023473213	0.02131465	0.0224042	0.026401229	0.029496212	0.022741622	0.020816262	0.019779913	0.025566435	0.019187609	0.030505631	0.022208026	0.022085112	0.023488016	0.025495026	0.02086001	0.026144117	0.026598717	0.026176845	0.02352144	0.021422381	0.025527427	0.020263155	0.023149247
RNF133	168433	0.844036555	0.756873026	0.78461062	0.802704883	0.805474771	0.704403539	0.778891935	0.813445133	0.843319959	0.826747733	0.786651005	0.759805798	0.856177583	0.71698574	0.825836038	0.772646298	0.809429381	0.870586503	0.812228076	0.813004762	0.774514857	0.813238459	0.857004138	0.87720832
CRYGN	155051	0.25969448	0.323371403	0.294508272	0.294494511	0.191174269	0.305772258	0.293666784	0.238739925	0.250763102	0.289363679	0.242337839	0.279157991	0.30905709	0.159152629	0.181457528	0.1513912	0.21016958	0.202404338	0.295049971	0.292486311	0.275025466	0.242937671	0.24255326	0.261591874
ILKAP	80895	0.025448082	0.029079023	0.032952552	0.022557496	0.018420388	0.023910734	0.029274153	0.020120461	0.024181765	0.026682048	0.02824978	0.024272093	0.031550732	0.017567226	0.038512893	0.023383681	0.026846061	0.022083426	0.020009718	0.023882083	0.031507608	0.024393904	0.023168299	0.036440213
DPY19L3	147991	0.020890712	0.025520962	0.024554024	0.024410627	0.023739622	0.030087861	0.027128444	0.01987981	0.024770866	0.025334955	0.026463298	0.029173227	0.024060108	0.016952623	0.02451939	0.022051484	0.01969365	0.028529222	0.023686114	0.024964764	0.022426759	0.024551167	0.022928838	0.027390916
NCRNA00176	284739	0.419218424	0.419252527	0.448070613	0.44138514	0.43532883	0.452095659	0.452802681	0.445264568	0.378173019	0.38455271	0.426128153	0.440831368	0.408918724	0.380528234	0.381955995	0.438480326	0.413279026	0.447653071	0.44368645	0.425196296	0.425239887	0.402826019	0.412720732	0.379782746
KCND3	3752	0.034833523	0.088655734	0.033968077	0.03043039	0.038989274	0.02912046	0.030275578	0.023421505	0.031492807	0.107298603	0.026759546	0.024880799	0.032301709	0.017686089	0.029752565	0.037332937	0.029117316	0.077330385	0.0320845	0.065860847	0.04998428	0.03390811	0.028443579	0.044597011
TMEM38A	79041	0.016020593	0.02102851	0.017386389	0.019450517	0.02013663	0.021138782	0.015873337	0.01438125	0.017309149	0.015589705	0.0171501	0.01621886	0.014703036	0.016441815	0.014218039	0.018671248	0.018712489	0.015719094	0.014496367	0.015063652	0.020585718	0.018243834	0.016448152	0.016936555
C4orf26	152816	0.556069534	0.524323416	0.66144114	0.550695488	0.590417805	0.526066355	0.545228776	0.602556377	0.562536841	0.553901703	0.588609323	0.56386393	0.551356252	0.543232777	0.507812061	0.497306237	0.553221534	0.569941537	0.639095214	0.600281228	0.631315771	0.594971487	0.692613055	0.533632119
AKT2	208	0.080365511	0.111641245	0.083582169	0.109203738	0.103024778	0.083649137	0.09308752	0.08583343	0.11895715	0.084416952	0.110210527	0.130124766	0.087390243	0.076455983	0.073287951	0.06705824	0.066880763	0.101739701	0.104811194	0.094985623	0.07571503	0.094802943	0.086566881	0.122389671
UPK3B	80761	0.095574727	0.06950071	0.057232063	0.045377405	0.076648109	0.063358742	0.041812364	0.051564698	0.130296259	0.091931005	0.110574808	0.053435436	0.063752814	0.046015628	0.033757634	0.040206988	0.035840427	0.081130897	0.064606229	0.057990846	0.048036347	0.067401808	0.047722162	0.070669439
ZDHHC12	84885	0.250977506	0.222984065	0.284111197	0.198117914	0.121281635	0.186098018	0.245542579	0.20009498	0.173726114	0.260981976	0.187896281	0.179493497	0.22084634	0.16722617	0.318898679	0.195688409	0.144240429	0.246442397	0.225452769	0.195830297	0.153601696	0.12605255	0.213050439	0.199930677
IRF3	3661	0.02543561	0.028712676	0.024501049	0.022726669	0.030258389	0.024225754	0.021272859	0.025522967	0.026189113	0.025095507	0.024320083	0.023947184	0.02183972	0.020160775	0.024238968	0.026255251	0.019468466	0.028549848	0.026652527	0.024877108	0.029560378	0.027729867	0.023350004	0.023481802
JPH3	57338	0.017705893	0.030258302	0.023449803	0.026209243	0.031289413	0.029080475	0.025914031	0.013122277	0.016848687	0.016880479	0.014538018	0.013517212	0.015025064	0.023184137	0.022656669	0.029954321	0.024062333	0.017840866	0.018572478	0.025323083	0.032426102	0.02242038	0.017597258	0.017458028
HACE1	57531	0.021904551	0.018455716	0.01467114	0.018108295	0.020453779	0.025315403	0.015463946	0.014332987	0.02274286	0.012743362	0.018260618	0.015987866	0.014096076	0.015814145	0.018922761	0.016542353	0.017429225	0.013234601	0.0138938	0.015999991	0.018091753	0.016217281	0.014530168	0.01447141
ATXN2L	11273	0.337625843	0.282313456	0.343322796	0.339434291	0.255288668	0.44543517	0.292999533	0.300182453	0.27231957	0.308857677	0.31447233	0.326686138	0.326454326	0.36261711	0.342588091	0.322359669	0.393472362	0.284654848	0.254426499	0.290542874	0.247739836	0.394823866	0.22136184	0.305244001
STK35	140901	0.015086808	0.015305972	0.014478761	0.015192942	0.012972985	0.015246011	0.014148741	0.012116728	0.012070886	0.012316882	0.016611	0.013247718	0.011787518	0.01460899	0.013988393	0.017562319	0.016050859	0.011991283	0.013785177	0.016405519	0.015013022	0.011932441	0.010266621	0.014390606
PRKDC	5591	0.285028766	0.243662879	0.259573434	0.243947137	0.268223005	0.20476397	0.342053626	0.28636972	0.353943251	0.259336869	0.29636401	0.236785715	0.228416523	0.157837125	0.248714015	0.24249541	0.276408531	0.27563479	0.265639432	0.302687912	0.307968591	0.274263806	0.354579688	0.22379976
FAM100B	283991	0.014262448	0.02062857	0.018710018	0.016240277	0.023961156	0.017648026	0.013942738	0.014562539	0.012752184	0.024682576	0.023884616	0.015512905	0.015079818	0.016868254	0.026454265	0.020224623	0.023189173	0.013005002	0.014331493	0.023967671	0.014278092	0.013729973	0.01587957	0.011709044
THG1L	54974	0.127621352	0.210427816	0.128431856	0.091012125	0.106387717	0.074539655	0.138032306	0.076678831	0.110999142	0.147549899	0.139507261	0.128813799	0.124113786	0.042707155	0.058290473	0.078730028	0.08944491	0.134498753	0.081300708	0.125615847	0.148108424	0.121429255	0.122453957	0.107359527
CBX7	23492	0.240821527	0.36845116	0.364810059	0.264240533	0.276986303	0.375189665	0.384735687	0.264594374	0.210238583	0.319635765	0.260974552	0.332167686	0.309676658	0.231292275	0.299709062	0.237040263	0.323804944	0.3112973	0.358761598	0.33876772	0.348749691	0.334227027	0.410607654	0.25455591
C10orf111	221060	0.021724871	0.033202405	0.021559931	0.019590666	0.026591698	0.022703277	0.021336285	0.020200968	0.029297013	0.018337119	0.016169348	0.019442778	0.015934959	0.01995536	0.052176024	0.019687936	0.019531178	0.022318353	0.017968252	0.022083117	0.022547618	0.020917457	0.018990229	0.019692812
AGTPBP1	23287	0.009543537	0.009509622	0.010733175	0.01038367	0.01731876	0.011411682	0.017858238	0.00689646	0.009625322	0.015706109	0.012055943	0.009893449	0.010144459	0.012885642	0.01358953	0.014104575	0.014006339	0.007438285	0.009069995	0.008415922	0.012305862	0.010021367	0.010298708	0.00761695
FURIN	5045	0.876928084	0.86975256	0.87907484	0.899329372	0.842401491	0.876255482	0.876220084	0.890485664	0.845157965	0.861411363	0.826707268	0.886497618	0.87723374	0.879922224	0.821387348	0.797021284	0.906390275	0.869861624	0.869921716	0.871262496	0.89166171	0.864770056	0.881190323	0.893434157
MKRN3	7681	0.70277434	0.725525827	0.777145903	0.845062228	0.886425956	0.810575243	0.826758965	0.825410206	0.779666019	0.76406383	0.821150904	0.871897044	0.87256644	0.83859118	0.796703062	0.867524898	0.872228299	0.874397062	0.854186283	0.856467253	0.859094571	0.876217566	0.804690408	0.846540951
MYO5A	4644	0.034858648	0.026005868	0.027266186	0.033267179	0.027241903	0.020129991	0.025590546	0.019288016	0.027089407	0.024924595	0.021923249	0.027831186	0.020997946	0.01855564	0.029752503	0.029046048	0.041232312	0.024554204	0.021302441	0.024837581	0.027218572	0.021366744	0.021393954	0.028233249
USP20	10868	0.030320034	0.026287812	0.026687887	0.029261241	0.042653562	0.030424596	0.026376748	0.019262972	0.02285068	0.018113736	0.030407927	0.022798961	0.022884754	0.019960784	0.019576877	0.029249267	0.023840318	0.025346971	0.020939112	0.021820925	0.019338863	0.026103258	0.022543293	0.0239823
LRAT	9227	0.087183627	0.087564287	0.055843339	0.071702509	0.062258475	0.092489125	0.039858708	0.049837562	0.049672099	0.055183232	0.050970192	0.052879398	0.041641476	0.067172507	0.059622591	0.048981962	0.036303744	0.05132188	0.06999466	0.04512655	0.068322472	0.073999135	0.043604253	0.052005337
POU4F3	5459	0.079017047	0.105590775	0.071628956	0.091230185	0.121681065	0.145600853	0.100966431	0.071316318	0.048757531	0.102519426	0.05468168	0.063908637	0.05508014	0.143913969	0.08025215	0.055143723	0.085629668	0.067918351	0.07447858	0.097801352	0.101110064	0.090355725	0.106308194	0.078067661
TRIM55	84675	0.577632025	0.539239695	0.617844481	0.527439181	0.522329848	0.547488505	0.535466054	0.520955067	0.642440112	0.64399685	0.548599938	0.576604875	0.55646064	0.646276817	0.493242274	0.51061529	0.476951169	0.605385915	0.553441809	0.498448443	0.628084184	0.604380831	0.679862478	0.407134036
EXOSC5	56915	0.064044128	0.064348965	0.073959236	0.084528625	0.073233245	0.066247311	0.077560841	0.071176913	0.092461668	0.068160872	0.080123194	0.083526358	0.066986255	0.050423955	0.055589206	0.048988071	0.045446363	0.075668775	0.077517758	0.060286273	0.077972338	0.074112955	0.063805991	0.067821047
STMN2	11075	0.287566545	0.172297089	0.176067314	0.217957884	0.120384337	0.170750053	0.208656956	0.201033966	0.173015851	0.167264834	0.14326824	0.172909773	0.104027314	0.232743408	0.172945013	0.183434073	0.12728677	0.178834575	0.167323449	0.146444236	0.258969534	0.118839217	0.129176304	0.145573671
EVI2A	2123	0.600270625	0.497070006	0.573282273	0.660418911	0.69395284	0.544063781	0.543251848	0.644573215	0.746473885	0.646437361	0.684847959	0.445820071	0.734383242	0.569966441	0.700714558	0.662159865	0.65184502	0.690252922	0.534656509	0.601943228	0.570643292	0.59372767	0.57970904	0.614055807
DNAJA4	55466	0.955907219	0.967888876	0.934145032	0.987439625	0.937795751	0.958874642	0.94011133	0.975029187	0.97894618	0.901515443	0.846200628	0.990470425	0.968359452	0.96213166	0.916627211	0.864344521	0.972810514	0.984004255	0.972414686	0.976990876	0.944652615	0.96493536	0.990376698	0.970089157
C18orf56	494514	0.071335512	0.066638515	0.048452315	0.033987669	0.054981543	0.059550884	0.052867685	0.05996847	0.065238531	0.059498553	0.067064526	0.064976679	0.049181181	0.049678216	0.046510849	0.037414749	0.059984773	0.05755476	0.052364198	0.073717174	0.057346652	0.054879018	0.050495324	0.077582293
CHCHD1	118487	0.085594491	0.078610926	0.089064579	0.111974136	0.122565048	0.099680163	0.102935806	0.087929539	0.087887007	0.077566539	0.119423064	0.113414639	0.082356984	0.08866504	0.117721908	0.119553364	0.111573546	0.10186015	0.090699844	0.09818849	0.086002925	0.084516837	0.084614794	0.100103111
HOXA7	3204	0.037995257	0.059920992	0.034609546	0.024575448	0.033114211	0.075696854	0.03472903	0.028128347	0.026822723	0.046422088	0.049923492	0.037048241	0.049406832	0.052741955	0.073040964	0.030789241	0.064142187	0.104439125	0.030832164	0.053365847	0.117281546	0.047183084	0.032977963	0.046503001
CYP4B1	1580	0.364371529	0.464498466	0.31835628	0.335418563	0.296727141	0.283246051	0.367185883	0.335968121	0.338500982	0.224099124	0.218075335	0.330690959	0.178631725	0.151139511	0.143419362	0.135948906	0.261138822	0.290349776	0.353318531	0.268675269	0.26824136	0.312051342	0.263288977	0.295659086
SYK	6850	0.279800757	0.305097158	0.334127046	0.285552505	0.320958469	0.240169349	0.322669812	0.330697928	0.327212421	0.260874558	0.296186787	0.217589336	0.336765161	0.282043668	0.256233525	0.273227219	0.246573779	0.23948308	0.365252554	0.319076043	0.242970109	0.261639066	0.172396318	0.363089793
OSBPL7	114881	0.030827158	0.046545425	0.042890878	0.033256172	0.037376139	0.03797561	0.045606686	0.02731888	0.027339464	0.035726586	0.038552065	0.040866701	0.022884629	0.051265084	0.046958206	0.032435931	0.042171077	0.030091183	0.0324772	0.038726067	0.045005008	0.021636382	0.0393412	0.029986754
CCL22	6367	0.856769424	0.79106844	0.789523485	0.842667203	0.817174493	0.766124668	0.796433447	0.870821262	0.883094086	0.847504053	0.829372515	0.816738024	0.857769067	0.86720588	0.821767504	0.815977089	0.815411676	0.840500454	0.850466014	0.806514358	0.775554781	0.833275657	0.744040984	0.829148252
ZNF324	25799	0.017963371	0.01640933	0.016876041	0.019502127	0.013400945	0.015519432	0.021027609	0.013997081	0.021931853	0.016974451	0.019270597	0.017981488	0.017620493	0.014085317	0.014677318	0.017189474	0.01534993	0.016078791	0.014796076	0.017527494	0.015089964	0.0162023	0.016164869	0.017502369
BASP1	10409	0.079890107	0.091672156	0.067232254	0.048717219	0.084247648	0.088943157	0.077125866	0.052972187	0.09014376	0.066455874	0.056883275	0.056303022	0.040730186	0.064076137	0.050237202	0.068251524	0.074479972	0.085389624	0.044074325	0.038419833	0.127191125	0.075645448	0.044229436	0.057191277
AMPD1	270	0.82283313	0.831929209	0.802809408	0.822385788	0.825889019	0.767528889	0.797127432	0.854722612	0.878964858	0.817856548	0.716856499	0.858331889	0.833897855	0.778239292	0.803060056	0.750899824	0.802376061	0.823587091	0.863409253	0.859452729	0.854442798	0.827794773	0.868562995	0.847722873
SP100	6672	0.022057172	0.023865706	0.026101528	0.032254833	0.038909524	0.030739228	0.022963565	0.016752408	0.029803043	0.025512041	0.026061962	0.023968899	0.032041103	0.03089279	0.038405152	0.030434742	0.024263328	0.022875852	0.016246218	0.026034678	0.023839949	0.035980226	0.020126548	0.024610076
CFH	3075	0.185158955	0.244362749	0.158612383	0.190046712	0.18143087	0.194621386	0.221504508	0.191254987	0.284664841	0.226761142	0.223498455	0.195409963	0.234475357	0.099687157	0.226621697	0.139738748	0.154145275	0.209806701	0.16771979	0.198452721	0.225594301	0.148011894	0.187302961	0.164932883
EEF1A2	1917	0.015306367	0.043034895	0.014903217	0.068789469	0.022992076	0.036678003	0.014966402	0.008265103	0.010125273	0.018329964	0.012614464	0.03039024	0.012207481	0.028539845	0.014608055	0.016814364	0.027700162	0.012107163	0.009712655	0.0141186	0.027402337	0.015074378	0.009778723	0.017723394
ZMYND17	118490	0.948151116	0.951775499	0.944619174	0.933380378	0.944399293	0.938399743	0.937241654	0.953715163	0.939731989	0.953083874	0.932053039	0.946991798	0.957872367	0.896446896	0.923467354	0.953803845	0.938598479	0.947142504	0.950914732	0.955979671	0.940646831	0.95313946	0.952033613	0.963350612
TNFAIP8L2	79626	0.752574457	0.641512005	0.730766479	0.778699355	0.765742242	0.662081668	0.743012265	0.718662404	0.876306676	0.785624101	0.807137477	0.678557443	0.824156432	0.67081215	0.748871229	0.785005081	0.787516119	0.818164852	0.699256997	0.755389601	0.622878848	0.751007647	0.72529061	0.766510735
PGAM2	5224	0.224192371	0.261053531	0.26622278	0.212151452	0.241145734	0.252184098	0.282875322	0.227934181	0.265473658	0.181576567	0.167299039	0.265426953	0.217801702	0.338050582	0.171821605	0.211079062	0.310388246	0.197149199	0.24525253	0.302988298	0.264478151	0.232576914	0.209847494	0.269115898
RGS17	26575	0.367506042	0.388954064	0.314370331	0.361404197	0.365493872	0.461219878	0.359283025	0.334893102	0.361184814	0.312655273	0.255207125	0.282366456	0.316456913	0.315302177	0.328231779	0.287992427	0.37237564	0.320927643	0.327272201	0.320096957	0.331284919	0.301899304	0.250714085	0.339920066
SGCB	6443	0.028341293	0.026779314	0.022613271	0.037012073	0.079486991	0.05575629	0.027232171	0.014604421	0.032296264	0.019538891	0.034200476	0.015941217	0.019466173	0.022862546	0.025186896	0.023139126	0.035133366	0.021299396	0.019366551	0.027212874	0.030826656	0.026547268	0.017272149	0.020805018
