Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01
HSP90AB1	3326	0.1469	0.6209	-0.8244	-0.6772	1.1089	-0.2004	0.5637	-0.5148	-1.4321	1.0819	0.8578	0.7326	0.1164	1.7499	1.0985	-1.6016	-1.1963	-1.6573	-0.0630	0.8087	-0.0470	2.0260	0.1687	-0.3792	2.2496	-1.5194	-0.1288	0.1765	0.6825	-0.6042	-0.5890	0.4176
CT45A6	541465	-0.0770	1.0299	-0.1096	-0.2157	-0.4034	-0.2210	1.2571	0.4975	-0.2679	-0.5267	-0.8415	-0.5990	-0.2488	-0.1349	-1.0703	-0.3878	-0.3258	0.8291	-0.6783	-0.5952	-0.5708	-0.1490	2.6649	-0.2103	-0.2935	-0.5771	0.6764	0.6003	3.6865	-0.1401	0.4145	0.0812
ZNF483	158399	3.9717	1.0608	0.8097	-0.2527	0.2286	0.8086	0.3703	-0.4822	0.4459	-0.8107	0.2308	-1.1367	-0.4422	-0.0343	-1.1496	1.8318	-0.3186	2.2716	-0.7667	-0.8974	-0.9491	0.6240	-1.5212	-0.6334	-0.8111	-0.0045	0.2007	-0.1580	-1.5189	-0.0534	-1.2212	0.0762
LMBR1L	55716	0.8556	0.1585	0.7166	0.8494	1.8077	0.2969	-0.6501	-0.3309	-0.2265	-2.0197	-0.1233	-0.1674	-0.9733	-1.9081	0.9499	1.5984	2.0203	0.8070	-0.2332	-0.5123	1.0358	0.7334	0.3589	-1.4610	-0.0150	0.0012	0.2595	-0.5346	-0.7991	-1.5849	1.3528	0.3433
S100A2	6273	1.1638	0.2569	-0.1495	-0.5018	0.8117	-0.0995	-0.0997	0.3819	0.0600	-1.9144	-1.2133	-0.0295	-0.0282	0.6152	-0.5321	0.0542	0.7574	2.2513	1.1600	-1.7699	-0.7203	-0.7043	-0.9956	0.2549	-0.1274	0.0799	0.6616	-0.5638	-1.5263	-0.0230	-1.2475	-1.0379
C2	717	-0.9876	0.4422	0.7133	0.0291	0.9719	-0.8979	1.4834	0.5498	0.4967	-0.5682	-0.6352	1.3166	0.1764	-1.1020	0.5088	0.2921	0.5022	-0.1637	1.0724	0.6030	0.4130	-0.0059	1.4340	-0.2752	1.6445	-2.0713	1.6347	-0.9846	0.1400	0.0996	0.6076	1.2563
C2ORF27A	29798	-2.2273	-0.6661	1.9356	1.1028	0.3756	0.0882	-1.1873	0.3669	0.2847	-1.2919	0.4071	-0.0569	1.2034	0.1165	1.3332	1.4432	1.0368	1.0274	-1.1878	0.3563	0.5214	0.0950	3.8648	0.5881	0.2654	0.9640	-0.9366	-0.9112	1.5237	0.7600	0.0425	-0.7536
EIF4EBP1	1978	-0.2370	1.5418	2.4411	-1.6277	1.4672	0.8367	-1.4277	0.0419	-0.4965	0.6095	-0.4604	0.4288	0.6561	-0.0424	0.5372	1.2244	1.3515	0.5267	0.4774	2.2939	1.2400	-1.5139	1.9326	2.0406	1.0760	2.1894	-0.4176	-0.4079	-0.2817	-0.6822	-0.4056	-1.0804
GCKR	2646	-0.3657	0.4962	0.3613	0.0560	-0.2821	0.8589	1.4559	-1.6672	-0.2316	-1.2887	-0.6874	0.7832	0.4592	0.5829	-0.5083	2.0647	0.2704	0.6347	-0.4842	-1.3566	0.0540	0.1143	-1.1757	1.4816	-0.5110	0.5512	0.7247	0.6300	-0.8954	-0.4165	-0.5367	0.5052
PPP1R9B	84687	-0.1935	-0.1056	-0.4747	-0.1069	-0.0623	0.0118	0.3535	1.4643	0.4360	0.9495	1.4898	0.6005	0.1196	0.1250	1.2508	-1.4117	-0.5974	-1.4580	0.9422	0.5875	0.5607	1.4764	-0.9194	-0.9776	-0.2274	-2.3784	-0.7960	-1.1042	0.0764	0.0915	-0.5268	0.4423
FER	2241	1.0641	0.8793	0.6700	-0.6694	0.0370	1.1520	-0.1522	0.4748	-0.6415	-1.1926	-1.5859	0.5928	1.8606	-0.4940	1.9408	-0.3027	0.0563	0.2017	-0.0304	-1.5422	-1.0146	-0.4121	-1.4937	-1.1751	0.1137	-1.7901	-0.4532	0.7236	0.6155	-0.0394	-1.5542	0.0803
SNRK	54861	-1.1298	0.8390	-0.4244	-1.0638	-0.2745	-0.6064	0.3320	0.4812	-0.1857	0.8542	0.8097	0.6516	0.0696	-0.2348	0.5397	-2.7114	0.7206	0.1158	0.9213	0.8477	0.0233	0.8668	-0.6190	-2.2016	0.4743	-1.6394	-0.1020	0.1389	0.1432	0.5913	0.2331	1.4376
UTP6	55813	2.3382	2.0175	-1.3095	-0.9546	-1.1062	-0.8539	-1.2274	-2.3342	-3.3568	0.9000	1.1102	2.2747	0.1091	-0.5753	0.3750	1.7868	0.5168	0.5158	0.5823	1.0848	2.8877	1.9217	-0.4736	0.5833	2.2796	1.1699	-0.3758	-1.1101	0.5119	-1.2450	-0.5636	-0.9585
CAPZA3	93661	-1.9832	-0.9558	-0.4811	-0.2024	1.5822	-0.0752	-0.6515	-0.4664	-0.1111	0.3331	0.9319	0.5314	1.5405	2.1830	3.3570	-0.3943	-1.5886	-0.1366	-1.4834	-1.5261	0.0318	-0.1955	0.7827	1.1096	1.7784	-0.0806	-0.0011	0.5389	-0.7967	0.2850	0.4592	0.6561
FBP1	2203	2.0626	0.0981	1.0997	-0.4220	0.9846	0.0478	0.1665	2.0185	0.5868	1.4164	0.9429	1.0208	-0.9355	0.5429	0.3837	-0.0897	-0.1719	0.7599	1.0705	0.7433	-1.4079	-0.0281	0.5317	0.6319	-1.6598	-1.9241	-0.1760	0.5482	-1.0286	-0.4620	0.3893	0.8701
TERT	7015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCL1	6346	-0.2312	-0.4313	2.1266	-0.0425	-0.6209	0.9451	-0.7099	0.6708	0.2397	-1.6296	-0.7620	-1.2681	2.2183	-0.8810	-0.7655	1.1523	0.2846	0.0616	-0.9021	0.8904	-0.8334	-0.1968	1.3383	0.6188	-1.2469	-0.6156	5.0389	-0.4833	-1.1517	-0.1077	0.4566	-0.0936
FUCA1	2517	0.8100	-0.3803	-0.0565	-0.7985	-1.2139	-0.5242	0.1564	0.7312	1.8366	0.1267	0.9337	-0.3944	-1.1064	-0.9314	-0.7564	0.1429	-0.7130	0.1974	1.1264	1.2180	0.3140	-0.9219	0.4890	0.5721	-1.0244	-2.6184	0.5930	2.8226	-0.4683	1.4453	0.9048	1.2144
CARF	79800	-1.0044	-1.7564	-1.9378	-0.2122	-1.0160	-0.0386	1.1246	0.0118	-0.1911	-0.3350	-0.6262	-0.9519	-0.8810	1.4506	-1.2680	-1.2152	-0.8636	0.7280	0.5357	1.1635	-0.6109	0.4576	0.0841	-0.0461	-0.7432	0.3004	2.0891	1.5468	-1.5071	0.6861	1.0823	0.4760
KCMF1	56888	1.7184	1.7982	3.9560	-0.5255	2.5848	1.0302	-0.5620	0.1793	1.5217	-0.2462	0.9107	0.5204	-1.9399	-1.8201	1.6144	-1.0841	1.6095	0.0788	0.4094	0.5246	0.7611	0.3753	2.6143	0.7287	-0.6509	3.7171	0.5380	-0.3172	-0.7170	-1.7035	-0.8937	0.9884
SSC4D	136853	-1.0912	0.5908	1.9674	0.2479	0.8645	1.0256	0.6333	0.2410	3.6157	2.6186	-1.7019	2.1937	-0.5338	-1.7286	-0.5289	1.4940	2.6334	4.0683	0.3833	-0.6395	1.6788	-1.2987	2.6690	1.6116	0.4544	1.3774	-0.3945	6.5320	-0.0684	5.5497	-0.5496	-0.6514
OXCT2	64064	0.2396	1.3491	-0.5725	-1.2500	-0.3657	0.0661	-0.5894	-0.4760	1.2548	0.2900	-0.0435	-0.3814	0.4389	1.0620	-0.2920	0.1834	-0.4482	-0.6708	0.3806	0.6426	2.6382	0.5809	-1.0637	-1.6426	0.1451	0.0978	-1.8197	2.5228	0.1758	2.2276	-1.1099	1.4240
IL17RA	23765	0.2291	-0.0398	-1.5504	-1.9513	0.6998	-1.3693	-0.1473	0.5011	0.5831	0.0258	1.5468	1.1960	-0.3948	0.9023	0.4618	-1.8765	-0.5440	-1.2526	2.0140	-0.1504	-1.1401	1.1887	-1.4395	-1.7545	-2.8430	-5.1439	-0.6568	-1.8456	-0.0962	-2.2431	-0.8998	0.5472
MPP5	64398	0.8659	-0.1242	-0.3435	0.3510	-0.3653	0.4501	1.3336	0.4628	-1.0256	0.7569	1.1477	-1.1413	-0.7730	-0.6391	0.4571	-1.8819	0.9069	-1.6148	0.5625	-0.5086	-2.7122	-1.9016	0.7578	0.3105	-0.0803	-2.1082	-2.4353	1.4309	2.2284	1.2116	0.7481	-1.6517
SPA17	53340	-1.5254	-0.6995	-1.2638	0.6409	-1.7970	-1.1216	1.6892	0.8012	-1.7193	-0.1972	-0.8358	-2.0024	-0.1462	-0.6030	0.4727	0.6586	-0.9624	0.1161	0.4796	0.4078	-0.7418	-1.1737	2.2199	0.1795	-0.9974	0.2163	0.5351	1.3857	-1.3280	0.2774	-0.7442	1.3579
GALNT14	79623	0.6224	0.6113	0.7007	-0.8817	0.6293	0.2024	0.0322	-2.4994	-1.1185	-0.5544	-1.2089	0.5640	0.0173	0.6543	0.5892	1.2542	-2.5986	-0.1410	0.6825	0.1815	1.2467	-0.0318	0.6046	0.9369	1.0576	0.2454	0.7903	-1.4454	0.9465	-1.5814	-0.3894	-0.7171
HYPM	25763	0.5158	-0.3034	0.1154	0.2748	0.5311	1.4280	-1.5908	-0.4258	1.6902	-1.9912	0.0479	-1.5716	1.0447	0.5086	-1.9054	1.7572	-0.3128	0.0786	-0.3264	-0.1029	-1.1994	0.9648	-1.0610	0.3190	-0.8853	0.1585	-0.9969	-0.9620	0.0031	-0.3445	0.4983	0.9383
NPLOC4	55666	0.8224	0.3516	-1.0451	-0.0340	1.1785	0.2668	0.4535	1.6315	-0.8234	1.1134	0.0096	0.5738	-1.5743	-0.5589	-0.4410	-1.6135	-1.4828	-2.8948	1.7249	0.5603	0.4265	2.1079	-0.9751	-0.7731	-2.6725	-4.6966	0.4449	0.6205	0.5873	-0.6325	-0.7866	1.0987
RAB34	83871	0.2071	1.5490	-0.4264	-1.8491	0.3117	-0.0422	-0.1316	-0.7852	-1.5229	-2.7445	1.5539	0.3383	-0.1267	-0.8210	-0.8936	0.8288	1.4043	-1.9109	1.8450	-0.1170	2.7137	-0.5121	-0.7462	0.9241	-0.0910	-0.0422	1.0932	0.2331	-1.2773	0.2223	-0.2823	0.4732
KRTAP3-3	85293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARSD	414	-4.2157	1.4289	-0.8576	-0.1610	0.0220	-1.6721	2.4704	1.1868	-1.7796	-0.3783	0.3010	1.9068	-1.1648	-0.4504	-0.4493	0.3836	0.0277	0.6654	-0.5899	-2.2271	0.2744	0.5884	-0.2629	-0.6508	0.8979	-0.1972	1.4451	-1.0635	-0.9489	1.5766	-0.6024	-0.6431
CPLX2	10814	0.1969	-2.0316	0.1235	1.9575	-0.0769	1.3489	1.2664	-0.2062	1.7066	-0.0252	-1.3860	-0.9967	1.6039	0.9347	-0.8707	0.6300	-0.4889	-1.2522	-2.6449	-0.9336	-0.8112	-0.1979	-0.5166	1.6039	0.6252	1.5901	-0.1639	1.3506	8.9852	-0.9762	-0.2112	1.2592
PJA1	64219	0.7084	1.3582	-0.0290	-0.5358	0.4738	-0.4880	0.1667	-1.3617	0.5900	0.7928	0.3071	1.2219	0.0385	-0.7235	0.5252	-1.0712	-0.6851	-0.5890	0.8769	-0.5331	1.3613	-1.4153	0.4778	0.4662	-2.6036	1.3837	0.3433	0.1605	-0.5988	-0.0844	-1.1574	0.3888
WHAMMP3	339005	-1.3543	0.3645	0.6780	0.1079	-0.3393	0.1112	1.7707	-1.8337	-1.6947	0.6439	-0.3820	-1.2155	0.1032	-0.6962	-0.8673	-0.8118	-0.8044	0.0476	-0.0024	-1.8504	-3.9858	-1.1954	0.2094	3.1241	-1.0350	-0.3185	-1.3705	-0.0118	0.7869	1.9933	1.9766	-0.7155
RB1	5925	-3.8028	-0.9604	3.0076	-1.4602	-0.3036	-0.1923	-1.7599	-0.9586	0.3799	-0.1800	-0.3385	-0.9745	0.7230	1.2558	-0.5698	-0.0420	-0.2072	-0.8486	-1.8205	-0.7192	1.6524	-0.9030	-2.8123	1.6238	-2.7517	-1.8613	0.0259	-2.5516	-0.3765	0.5202	0.1690	0.2581
FAN1	22909	0.2769	-0.5665	1.8963	0.8274	-0.3336	1.9526	-0.7131	-0.3787	1.1805	-0.8070	-0.3505	-1.9717	1.2838	-0.8164	-0.0274	0.6639	-4.7670	1.3890	-1.2240	-0.7769	0.4310	-0.4407	-1.6805	1.0659	-2.8997	-0.0556	-1.3067	-1.4081	-2.8302	0.4967	-0.3392	0.1060
PHLDA2	7262	-0.0024	1.5215	0.6963	-0.3121	1.2645	-0.4984	-0.4411	1.4618	-1.3880	0.1192	-0.5247	1.6766	-0.1040	-1.9480	1.8812	0.4641	1.7970	0.4021	0.3369	-2.4332	-1.3533	-1.0187	-3.0342	0.7528	0.1031	-1.2653	-0.2545	-0.3610	-4.2178	-0.2276	-1.0813	0.0190
GUCY2F	2986	-8.6772	-0.0093	0.5194	-0.1276	-0.0255	0.2639	-3.0019	-0.5660	-0.2128	-0.5777	-0.4691	-0.5645	-0.0035	-0.2465	-0.9082	1.7473	0.6670	1.5835	-3.2538	0.0861	0.2014	-0.4793	-0.5932	0.7001	0.0186	0.6531	-0.5014	0.7096	0.5422	-0.0857	0.7052	-0.2554
MPV17	4358	-0.9515	-0.4688	1.1251	0.8250	0.1728	-1.2923	1.5298	0.7074	-0.7536	-1.6899	-0.4783	0.1521	0.5633	0.6129	-0.1386	-0.6620	0.5786	0.9437	-2.3197	5.1813	1.3384	0.1580	1.6686	-0.9721	-0.3536	-0.9007	-0.0913	5.1925	-0.0062	1.2314	0.5857	0.7606
SLC35D1	23169	0.0188	0.0362	-0.0476	-0.3687	0.9398	0.0992	1.0501	0.1689	-1.0508	-0.0767	-0.3389	2.2117	-0.6517	-0.9363	1.9836	-1.5494	0.4112	1.1937	-0.6168	-0.0725	1.5811	-0.4625	0.2287	-0.2791	-1.3262	-0.9238	-0.2152	0.5075	-0.1165	-0.3720	-0.0684	-0.4409
LYSMD3	116068	0.4710	0.2949	-0.4808	1.6817	0.7427	0.3793	1.1186	1.1376	-0.1709	0.4258	0.8722	0.4470	0.6397	-2.1623	0.3193	-0.0454	-1.2175	0.8794	-0.0716	0.4787	0.1087	0.6751	0.6583	-0.0264	-0.3505	0.9217	1.5697	0.7067	0.3322	0.9088	0.3182	-0.0033
COL16A1	1307	-1.2870	-1.5092	-2.2860	-1.1911	-0.3863	-0.6471	0.5445	-0.3347	0.6153	0.9505	-0.6612	1.4793	1.9416	1.2461	1.5170	-0.1234	-0.0424	0.6400	-0.6108	-0.1495	-1.4221	0.5743	-1.7246	-0.1840	-0.9619	0.0894	-1.1047	-0.6209	1.1597	0.1294	-0.1045	0.7722
ERLIN1	10613	-1.3906	0.7907	0.5768	-1.5951	-1.9042	-0.9767	-0.5438	-0.1949	-1.9540	-1.2093	-0.9781	0.7187	0.6201	-0.5860	1.9428	-0.6016	0.7502	-1.2075	-1.0971	-0.9525	0.2557	0.3716	2.1175	0.0899	1.1271	0.6606	1.0610	-1.1023	1.4666	-0.9262	-0.9687	0.2294
JMJD4	65094	2.0037	1.4861	2.4970	0.3208	0.1690	-1.2807	0.7310	1.7067	-0.7758	-0.8248	-1.8241	0.7189	-0.5102	0.0788	3.4099	1.6869	0.7514	-1.0750	-1.4028	-0.9870	0.7085	0.0144	2.9050	3.3335	0.7327	0.0023	-0.1863	0.8383	-0.0136	1.5835	-0.5416	-1.2818
HIST1H2BK	85236	-1.0627	1.9953	0.7351	1.1480	1.4112	1.2798	0.1521	1.8054	0.3647	1.1454	0.7484	-2.2876	0.0598	1.3405	1.1376	-0.0514	0.3522	-0.5326	0.2705	1.8127	-1.3908	0.1946	-0.1781	-0.4659	-0.6881	-0.1549	-1.1613	-0.8084	1.2359	-0.7181	1.5276	0.4171
TP53I11	9537	-2.2203	-0.5835	-1.6356	-0.3345	1.0571	-0.8906	-0.6466	0.2732	0.3479	-1.9507	1.9338	0.5334	-0.1809	-0.0594	1.2903	-0.8343	-2.5473	0.2383	0.9747	2.7897	2.4806	-0.4517	2.2507	-1.1132	-1.0965	-1.4253	1.3863	0.6212	2.6089	0.1513	-1.4432	0.3811
ST3GAL4	6484	-3.8992	-1.6142	-0.3168	0.4613	-0.7133	-0.3997	0.2606	-0.6609	-0.5909	-1.5428	-1.5449	-0.3810	1.3884	1.3944	1.5395	1.1131	-0.6594	-0.6047	-0.5878	0.4130	-2.5960	-1.4758	4.2467	-1.3826	-2.2487	-2.9247	-0.6251	0.6554	1.5380	0.1221	-1.1974	-0.0411
PF4V1	5197	0.9737	0.5596	2.1440	-0.9548	0.1991	-0.6741	-0.1224	-1.1021	-1.0316	-0.4163	-0.2749	6.5433	-0.3834	-1.6128	2.1257	0.4068	0.0623	0.1087	0.9636	-0.7101	-0.8284	-1.9411	1.5708	0.2673	1.8153	-0.3621	0.5087	0.2949	1.0481	-0.1086	-0.2492	-1.2734
ALG8	79053	2.1399	0.9208	0.2507	-0.4452	1.2870	2.0883	0.7190	0.9662	0.9870	1.3739	-0.6420	1.5051	-0.9095	0.2950	-1.0171	-0.7216	0.6365	0.2047	1.2578	0.9034	0.8569	-1.4276	4.5248	-1.0570	0.7027	-0.6027	-1.4971	0.2950	0.9203	-0.4452	-1.0457	-2.2183
REG1A	5967	-0.8284	-0.1649	0.6178	0.7452	-0.3985	-0.0245	-0.0117	-0.1399	-0.0272	-0.3687	0.2522	-0.8030	-0.6586	1.1587	-0.3276	-0.2235	-0.4696	3.1190	-0.7432	-0.5429	-0.6851	-0.7860	-0.2361	-0.1324	-0.8757	-0.3649	0.8210	0.3315	-0.2461	0.6981	-0.7405	-0.6304
MINA	84864	-0.4755	0.4827	-0.0634	-0.2250	0.1646	0.2108	0.5913	1.6942	-0.4062	-0.9028	-0.7384	2.5679	0.9319	0.0751	2.4013	-0.0566	0.6820	-0.2970	-1.0120	-0.4276	1.3907	1.2337	2.9580	0.9595	1.3170	-0.5791	0.7923	-0.6416	2.6794	-1.0582	-2.0844	0.7743
CYB5R3	1727	-2.6010	-1.0962	-1.7290	0.1536	-0.9979	-0.4167	0.9534	-1.0145	0.7457	-0.3385	-1.0240	-1.0421	0.4067	0.2721	0.6049	-1.8072	-1.6755	-0.1728	-1.4367	0.7049	-0.2576	-0.3997	-1.1470	-0.7053	-1.7699	-3.3797	-1.2099	0.2810	-1.0626	0.2764	-0.8885	1.8381
HHLA1	10086	0.3741	0.0850	-0.2154	2.0320	-1.3830	-0.1040	-0.6415	-0.6939	-0.1751	0.7039	0.2225	-0.2935	-0.4278	1.0266	0.2075	-0.7407	0.5050	-0.5213	-1.8667	-1.4017	-0.7604	-0.1924	-0.2388	-0.5634	0.4241	0.8699	2.4867	-0.4684	-1.5547	0.8559	0.1865	-0.6205
KAT6B	23522	-0.5824	0.4624	-1.0507	-0.4418	-0.7304	-0.2123	0.5659	0.9440	0.0367	1.1911	1.2642	-0.5774	-0.5606	1.0251	-0.6250	-1.7480	-1.4224	-1.4148	0.7524	0.3699	-1.1321	0.5179	-0.2272	-1.7635	-0.9648	-2.6837	-1.0801	-1.1027	0.4729	-0.6521	0.1370	0.2859
VASN	114990	-1.8319	0.6027	-0.4713	-1.2233	-0.0556	-1.1639	0.3731	0.2722	1.0484	0.3956	0.2558	0.8411	1.2032	-0.7248	1.7962	-0.2546	1.2504	0.7475	0.6400	1.1087	-0.1737	-0.6103	-1.1024	0.9771	0.2564	-1.5630	0.8682	-0.3006	-0.1744	1.1849	0.9241	0.7820
HAUS7	55559	0.8789	0.6823	1.4610	-0.0380	0.0476	0.6692	-0.8006	0.9786	0.8676	1.3077	-0.0812	-0.3314	0.5695	-1.4081	-0.4141	1.5259	2.1080	0.8873	-1.3150	0.4595	0.1398	-0.5448	3.3558	1.7835	1.8983	6.2860	-1.5774	-0.6831	-1.9864	1.7149	0.6015	-0.9022
TFAP2A	7020	-0.2135	0.5875	-0.1340	0.3129	1.8105	1.0042	-1.4756	-0.2128	0.9514	-0.2371	-0.3428	0.3880	2.3117	-1.3849	0.7000	-0.4353	0.4656	-0.4319	1.0434	0.9444	-0.4458	0.3692	-1.2219	-0.4714	1.6097	-0.1664	0.6876	-0.7492	0.1824	-0.2380	-1.4313	-0.4614
TSTD2	158427	7.4530	-3.1206	-0.0356	0.8167	-2.2007	0.1137	-1.2964	-1.3781	-0.9146	-1.2907	-1.4062	0.0898	0.8012	-0.2835	-0.3385	-1.5175	0.7279	-0.4596	2.2733	1.0674	-0.1342	0.6913	-0.5202	0.6997	0.5575	0.4180	0.0193	-0.5878	-1.2344	-1.1076	-0.4540	0.0137
JADE2	23338	0.7064	0.3265	-0.9434	-0.5177	0.4650	0.5751	-0.4907	-0.3520	-0.4444	0.2974	-0.1562	0.5736	-0.5735	-0.2602	1.5522	-1.4680	0.4407	-1.8871	-0.0450	-1.3401	-1.8040	2.1384	-0.7728	-0.8256	0.6612	-2.5869	2.9734	0.5045	1.4039	-0.9975	-0.6468	1.2257
ZNF169	169841	1.0353	0.9763	3.2557	0.0734	-0.4541	0.6142	-0.5519	-1.7516	-0.1137	-0.3370	-0.4390	0.0221	-0.4343	-0.9067	-1.1178	0.1599	0.3761	2.5434	0.4373	-0.7635	-0.5321	-0.0773	0.8354	0.5597	-0.6571	0.4988	0.0263	0.6329	-0.5497	-1.1795	0.6901	-0.9548
KRT7	3855	0.0151	1.6336	1.3806	0.9557	-0.1665	0.4544	0.9530	0.1418	-0.1062	-1.4710	-1.6112	0.9930	-1.5886	-0.1863	1.2009	0.9938	0.1701	-0.3361	-0.0118	-0.0999	-1.5515	0.1580	-1.0839	-0.8225	-0.2887	-1.8777	-0.0169	1.0365	-1.3028	0.2990	-1.9875	1.0004
GLIPR1L2	144321	0.3484	-0.7229	-1.1647	-0.1064	0.9153	-0.0147	0.9477	-0.1921	-0.0209	0.1966	-0.1710	0.2560	-0.8224	1.0980	-1.7315	-0.9744	1.8032	-1.3525	1.0814	-0.3832	-0.2128	-0.1716	1.4703	-0.3777	-0.4011	-1.3813	1.9763	1.0825	-0.6114	-0.1533	-0.3570	-0.2989
IQCF3	401067	-2.0926	-0.2041	-0.2275	-0.7825	-0.3003	0.9247	0.6635	0.6037	0.6745	1.1522	0.6687	0.8272	0.4971	-0.4380	0.4848	0.3873	0.1815	-1.0996	0.0480	1.0521	-1.6916	0.1403	-0.5334	1.3283	-1.6149	0.6245	-1.5246	2.2426	-0.3692	-1.9267	1.1704	0.7505
RDH14	57665	1.6561	0.6973	0.3424	-0.7007	1.2208	-0.5731	0.1077	1.0488	-1.1650	-0.8796	-0.3982	0.0923	-1.5866	1.1354	0.4466	-2.4405	-0.4107	-0.9599	1.6857	3.6539	0.9969	-0.4717	2.1232	-2.1010	0.1344	0.2683	1.4675	0.3680	-0.3464	2.4103	-0.2974	1.1462
HNRNPK	3190	0.0197	-0.5662	-2.7788	-1.4271	0.2418	0.8660	-0.3202	-0.0030	-1.0559	0.0862	1.3286	0.0526	-0.3550	0.3884	1.5487	-2.0383	0.2900	-0.6368	1.4874	-0.5301	0.4015	0.6245	-1.8840	-0.6671	1.0906	-0.7585	-0.6409	-1.9268	0.3862	-2.1466	-0.1157	-0.1458
RABEPK	10244	-1.9869	-2.2142	0.0494	2.1950	-0.3923	-0.5094	-0.7170	-0.6433	-1.1232	-1.9207	-0.7442	-1.7942	0.5041	-0.6656	-0.9636	0.0890	0.3039	1.0595	-0.4620	-2.1416	-2.1371	0.4863	0.8317	-2.6318	0.6513	0.2347	1.2611	-2.2439	-1.9049	-2.0655	-0.4170	-1.9257
ISX	91464	0.6266	-0.5197	-0.5752	-0.4363	-0.9861	-0.1375	-0.9622	-0.7292	1.7871	-1.2027	2.3856	-0.3455	-0.2179	-0.4665	-0.7570	-0.3692	-1.1618	-0.8275	-0.5482	-0.4920	3.3385	0.3667	-0.6879	0.2575	0.1635	0.4121	-0.4630	1.5682	-0.9133	0.8437	-0.5775	-0.4078
MICU1	10367	-2.0875	0.0381	0.0870	-1.5369	-1.1547	0.5339	-0.7357	1.2698	-2.0385	-0.8868	0.2497	-0.4157	0.8292	2.4757	-0.4709	-0.8957	0.0812	-0.9605	0.1249	0.4429	-0.3357	0.3444	2.0783	-1.2779	-0.1778	-0.7041	-1.2268	-0.1625	0.7539	-0.2804	-1.5084	0.5408
RAD51AP1	10635	0.4702	0.8531	2.9274	-0.5712	-0.3483	-0.0134	-1.5554	-0.5275	-0.6199	-0.7384	-1.7343	2.0013	0.0939	-1.1697	2.0348	1.7403	1.5581	-0.7762	-0.0069	0.9072	2.9823	1.1850	3.6455	-0.5366	0.8378	3.5812	-0.4352	-0.5541	-0.7831	-0.9726	-0.0741	-0.9868
KMT2E	55904	0.6516	-0.2379	-1.3220	0.6768	-0.0810	-0.6896	1.4065	0.8239	0.9962	2.8228	1.3579	0.7248	-0.2485	0.5192	-0.2321	-2.2247	0.0620	-1.4716	2.1117	1.7255	-2.5587	0.9317	0.0807	-0.4259	-0.0887	-0.8177	0.4460	-0.5459	-0.5437	1.2515	0.3575	-0.1238
CT55	54967	-0.5556	-0.2732	0.3515	-0.0420	-0.4215	0.3409	-0.4999	-0.8355	0.7917	-0.4106	0.7374	-1.0157	-0.2645	0.6980	-0.9046	-2.0779	-1.0294	0.5116	-0.4711	1.2659	-0.4420	0.2110	0.2983	0.9527	0.6790	1.4083	-0.3507	0.0501	2.6152	0.7187	-0.2981	-0.0653
SGCD	6444	-0.5177	1.0708	0.2310	0.2368	0.6490	1.2848	-0.6345	0.2693	-0.1052	0.6868	0.4889	0.0604	2.0485	-0.9996	0.8584	0.1946	0.5239	2.1796	0.1814	-0.5043	-1.1328	0.6408	-1.2900	0.0689	-1.2859	-1.3567	-0.2331	0.1187	-0.7927	1.3119	0.0561	-0.1799
PHTF1	10745	0.6615	-1.3963	-0.2883	-0.9204	0.1388	-1.2241	1.0146	-0.2791	-0.8784	0.5716	-0.0073	2.2619	-0.3391	-0.6299	-0.1954	-1.3759	1.9561	0.3917	2.1049	-0.9260	1.2019	-1.5628	0.2400	0.5174	-0.5595	0.9428	-0.1496	-0.7926	-0.4989	-0.4867	0.8493	-0.5178
CA3	761	-0.3254	0.3918	1.2023	-1.0548	0.6289	-0.5584	1.7077	0.1343	1.1014	0.8871	-0.1171	-0.8305	0.2554	0.3705	-1.6693	-1.0144	-0.5543	0.7619	0.1149	0.8978	-1.1991	-0.9650	-0.7605	-1.5863	-0.2728	-1.2113	0.0578	0.7025	0.8358	1.6271	-0.4639	-0.0276
